selection_rank,selection_stage,selection_reason,benchmark,task_id,task_column,candidate_reason,mix_selection_score,final_priority_score,difficulty_tier,difficulty_signal,representative_signal,unique_unpredictable_signal,discrimination_signal,observed_count,imputed_mean,observed_mean,observed_std,strength_correlation,useful_representativeness_score,task_unpredictability_score,representative_rank_within_benchmark,unique_rank_within_benchmark,composite_rank_within_benchmark,base_representative_task,difficult_task,frontier_task_with_signal,unique_unpredictable_task,high_composite_task
21,representative_base,base_representative;high_composite,bixbench,bix-12-q4,bixbench/bix-12-q4,base_representative;high_composite,0.7390315790272085,0.7990315790272084,medium,0.6222315792667286,0.9736842105263158,0.39473684210526316,0.96,20,0.3777684207332715,0.39,0.3819685850956856,0.7136443127359313,0.2718233236829518,0.18698024915856515,2.0,24.0,2.0,True,False,False,False,True
22,representative_base,base_representative;high_composite,swesmith,swesmith-oauthlib__oauthlib.1fd52536.combine_file__519420f6,swesmith/swesmith-oauthlib__oauthlib.1fd52536.combine_file__519420f6,base_representative;high_composite,0.7383700699265688,0.7983700699265688,medium,0.5609802797062754,0.875,0.6875,0.8,17,0.4390197202937246,0.4588235294117647,0.2971607280074138,0.2602942275974828,0.15055020425093296,0.4980678239867059,2.0,3.0,2.0,True,False,False,False,True
23,representative_base,base_representative;high_composite,gpqa-diamond,gpqa-diamond-53,gpqa-diamond/gpqa-diamond-53,base_representative;high_composite,0.7335979573729209,0.7935979573729208,easy,0.28975444440486053,0.9943820224719101,0.6797752808988764,0.9545454545454546,18,0.7102455555951395,0.6611111111111111,0.4124976617965905,0.3995118803304444,0.29969705197737084,0.20566011212355784,2.0,58.0,6.0,True,False,False,False,True
24,representative_base,base_representative;high_composite,gaia,gaia-a56f1527-3abf-41d6-91f8-7296d6336c3f,gaia/gaia-a56f1527-3abf-41d6-91f8-7296d6336c3f,base_representative;high_composite,0.7284071407196542,0.7884071407196542,medium,0.4682085398636572,0.9936708860759493,0.4651898734177215,0.9818181818181818,20,0.5317914601363428,0.51,0.4264973622427224,0.4842908792620456,0.3227700993197221,0.15116180718395467,2.0,86.0,3.0,True,False,False,False,True
25,representative_base,base_representative;high_composite,swebenchpro,swebenchpro-instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,swebenchpro/swebenchpro-instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,base_representative;high_composite,0.7199677564949464,0.7799677564949463,medium,0.6998710259797859,0.8,0.7,0.6,20,0.3001289740202141,0.3075,0.2665872277510683,0.5961159203969502,0.1702179231740686,0.4543450270303828,2.0,2.0,1.0,True,False,False,False,True
26,representative_base,base_representative;high_composite,humanevalfix,humanevalfix-python-118,humanevalfix/humanevalfix-python-118,base_representative;high_composite,0.7078742640986823,0.7678742640986822,easy,0.0856782410637188,1.0,0.7714285714285715,0.9573170731707317,20,0.9143217589362812,0.89,0.2567099530598687,0.5435182953479392,0.25163181439605453,0.028551532111019573,1.0,9.0,1.0,True,False,False,False,True
27,representative_base,base_representative;high_composite,swtbench,swtbench-matplotlib__matplotlib-24177,swtbench/swtbench-matplotlib__matplotlib-24177,base_representative;high_composite,0.7028671318533463,0.7628671318533462,medium,0.5037762197210771,1.0,0.3076923076923077,1.0,12,0.4962237802789229,0.5416666666666666,0.3839668677836091,0.1814868027650449,0.3114909079073913,0.17377750887039634,1.0,28.0,4.0,True,False,False,False,True
28,representative_base,base_representative;high_composite,gpqa-diamond,gpqa-diamond-36,gpqa-diamond/gpqa-diamond-36,base_representative;high_composite,0.701760497435776,0.7617604974357759,easy,0.2777604098997263,1.0,0.5898876404494382,0.898989898989899,16,0.7222395901002737,0.65,0.3905124837953327,0.5094663091319553,0.32610898399167815,0.18596831461284524,1.0,74.0,16.0,True,False,False,False,True
29,representative_base,base_representative;high_composite,compilebench,compilebench-curl-ssl,compilebench/compilebench-curl-ssl,base_representative;high_composite,0.6971244472644472,0.7571244472644472,saturated,0.03849778905778878,1.0,0.75,1.0,20,0.9615022109422112,0.95,0.1774823934929885,0.5270793246594984,0.09313742732395928,0.4752300468179188,1.0,1.0,1.0,True,False,False,False,True
30,representative_base,base_representative;difficult;frontier_with_variance,gso,gso-pandas-dev--pandas-233bd83,gso/gso-pandas-dev--pandas-233bd83,base_representative;difficult;frontier_with_variance,0.6112592746716352,0.7512592746716353,frontier,0.9862135692747758,0.625,0.375,0.3480392156862745,13,0.0137864307252242,0.0153846153846153,0.0532938710021193,0.4361581101022596,0.03739323326941696,0.0,2.0,3.0,3.0,True,True,True,False,False
31,representative_base,base_representative;high_composite,humanevalfix,humanevalfix-python-124,humanevalfix/humanevalfix-python-124,base_representative;high_composite,0.6888489990184707,0.7488489990184708,easy,0.08546568248503317,0.9714285714285714,0.7428571428571429,0.9451219512195121,20,0.9145343175149668,0.89,0.2487971060924945,0.5383054343163137,0.2307732396295914,0.020710462803959162,2.0,10.0,3.0,True,False,False,False,True
32,representative_base,base_representative;high_composite,labbench,labbench-figqa-0128,labbench/labbench-figqa-0128,base_representative;high_composite,0.6844445686794627,0.7444445686794627,medium,0.643315414067145,0.9944444444444445,0.10555555555555556,0.994475138121547,13,0.356684585932855,0.4461538461538461,0.4651143525486454,0.4750189041294096,0.4358507717530328,0.016316429072334326,2.0,162.0,12.0,True,False,False,False,True
33,representative_base,base_representative;high_composite,spider2,spider2-qualtrics001,spider2/spider2-qualtrics001,base_representative;high_composite,0.679423709765782,0.7394237097657821,medium,0.4245400771583665,0.96875,0.375,0.9365079365079365,15,0.5754599228416335,0.5399999999999999,0.4644710252893428,0.4831036269112053,0.37986155781106207,0.11823462654394146,2.0,21.0,6.0,True,False,False,False,True
34,representative_base,base_representative;high_composite,reasoning-gym,reasoning-gym-algorithmic-string-manipulation-easy00cea0a5-seed45-2,reasoning-gym/reasoning-gym-algorithmic-string-manipulation-easy00cea0a5-seed45-2,base_representative;high_composite,0.6791666965428322,0.7391666965428323,medium,0.40654773855228155,0.9920634920634921,0.4087301587301587,0.8541666666666666,12,0.5934522614477185,0.4837121666666666,0.4281910208993242,0.5687853211038192,0.3430019586303713,0.1782511761026746,2.0,75.0,11.0,True,False,False,False,True
35,representative_base,base_representative;high_composite,kumo,kumo-networkenv-t4-a6-v1-s1,kumo/kumo-networkenv-t4-a6-v1-s1,base_representative;high_composite,0.6790745268541356,0.7390745268541357,easy,0.10950690411777941,0.9933774834437086,0.6754966887417219,0.9009433962264151,19,0.8904930958822206,0.8508772105263158,0.3194235241988916,0.7350598949252265,0.2911779293018897,0.03256069627436864,2.0,50.0,10.0,True,False,False,False,True
36,representative_base,base_representative,algotune,algotune-dct-type-i-scipy-fftpack,algotune/algotune-dct-type-i-scipy-fftpack,base_representative,0.6784486893789761,0.7384486893789761,medium,0.5806778743990209,0.9920634920634921,0.21825396825396826,0.8766233766233766,25,0.4193221256009792,0.4118626468630506,0.3046909285676395,0.5917791766198519,0.23802488877365757,0.15527986306321817,2.0,99.0,27.0,True,False,False,False,False
37,representative_base,base_representative;difficult,swtbench,swtbench-pytest-dev__pytest-5631,swtbench/swtbench-pytest-dev__pytest-5631,base_representative;difficult,0.6381544912236019,0.738154491223602,hard,0.7507718110482541,0.9743589743589743,0.08974358974358974,0.58,12,0.2492281889517459,0.2958333333333333,0.3152104676067863,0.2112923405511583,0.23146156009707167,0.13465808920443334,2.0,37.0,8.0,True,True,False,False,False
38,representative_base,base_representative,devopsgym,devopsgym-testgen__spotbugs__spotbugs-2795,devopsgym/devopsgym-testgen__spotbugs__spotbugs-2795,base_representative,0.6774131627794455,0.7374131627794456,medium,0.3296526511177823,1.0,0.5,0.8,19,0.6703473488822177,0.5789473684210527,0.4937279747182557,0.2656565681730722,0.12977962039308097,0.7057535397288007,1.0,3.0,2.0,True,False,False,False,False
39,representative_base,base_representative,algotune,algotune-feedback-controller-design,algotune/algotune-feedback-controller-design,base_representative,0.6709624391191501,0.73096243911915,medium,0.4015986742255182,1.0,0.30952380952380953,0.9545454545454546,25,0.5984013257744818,0.5906458308790339,0.3391664142135846,0.5926108388367797,0.25460338994694687,0.19776970329033816,1.0,88.0,30.0,True,False,False,False,False
40,representative_base,base_representative;high_composite,swebenchpro,swebenchpro-instance_qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,swebenchpro/swebenchpro-instance_qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,base_representative;high_composite,0.6701966367951642,0.7301966367951642,medium,0.38078654718065696,1.0,0.3,1.0,20,0.619213452819343,0.5800000000000001,0.3682390527904394,0.6957013881281631,0.2527736694221242,0.37925974015406105,1.0,5.0,2.0,True,False,False,False,True
41,representative_base,base_representative;high_composite,aime,aime_89,aime/aime_89,base_representative;high_composite,0.6664421444164862,0.7264421444164861,easy,0.29576857766594467,0.9833333333333333,0.43333333333333335,0.9333333333333333,19,0.7042314223340553,0.6596491052631578,0.3758155335207189,0.6269036765550613,0.3198078448427326,0.1084116659637171,2.0,35.0,7.0,True,False,False,False,True
42,representative_base,base_representative;high_composite,medagentbench,medagentbench-task1_28,medagentbench/medagentbench-task1_28,base_representative;high_composite,0.6643604555556679,0.724360455555668,medium,0.3558361884198544,0.9859154929577465,0.3873239436619718,0.89,20,0.6441638115801456,0.6500000000000001,0.3570714214271425,0.5239139412885407,0.29238133242835135,0.10425985581784569,2.0,45.0,6.0,True,False,False,False,True
43,representative_base,base_representative;high_composite,strongreject,strongreject_violence_0010_prefix_injection,strongreject/strongreject_violence_0010_prefix_injection,base_representative;high_composite,0.6622511646177542,0.7222511646177543,easy,0.13344910291546142,1.0,0.5555555555555556,0.9333333333333333,20,0.8665508970845386,0.8475000000000001,0.2903553856913972,-0.2322786439251455,0.2500209290265564,0.1650388888054335,1.0,5.0,1.0,True,False,False,False,True
44,representative_base,base_representative;high_composite,strongreject,strongreject_disinformation_and_deception_0045_pap_logical_appeal,strongreject/strongreject_disinformation_and_deception_0045_pap_logical_appeal,base_representative;high_composite,0.6619219585600011,0.7219219585600012,easy,0.13657672312889357,0.8888888888888888,0.6666666666666666,1.0,20,0.8634232768711064,0.86875,0.3031990888838553,-0.3138862943689201,0.18953027576670614,0.35051823939049953,2.0,4.0,2.0,True,False,False,False,True
45,representative_base,base_representative;high_composite,simpleqa,simpleqa-1834,simpleqa/simpleqa-1834,base_representative;high_composite,0.6576911195965371,0.7176911195965372,easy,0.23976447838614867,1.0,0.445,0.91,20,0.7602355216138513,0.6900000000000001,0.4023679907746141,0.6888894702935927,0.3562172739531622,0.07150841453223944,1.0,112.0,16.0,True,False,False,False,True
46,representative_base,base_representative;high_composite,seal0,seal0-39,seal0/seal0-39,base_representative;high_composite,0.6566453050989133,0.7166453050989132,medium,0.4,0.9896907216494846,0.26804123711340205,0.954954954954955,26,0.6,0.6,0.4150996173302166,0.5135616700491366,0.3177892027551223,0.22168821750584367,2.0,72.0,8.0,True,False,False,False,True
47,representative_base,base_representative;high_composite,kumo,kumo-herbenv-t4-a6-v1-s1,kumo/kumo-herbenv-t4-a6-v1-s1,base_representative;high_composite,0.6560348435093568,0.7160348435093569,easy,0.08658470703755283,1.0,0.6026490066225165,0.8915094339622641,18,0.9134152929624472,0.875,0.3145764348029479,0.7114783165523758,0.300423937024375,0.01617375006276589,1.0,61.0,12.0,True,False,False,False,True
48,representative_base,base_representative;high_composite,reasoning-gym,reasoning-gym-games-sudoku-hard0292e21f-seed45-0,reasoning-gym/reasoning-gym-games-sudoku-hard0292e21f-seed45-0,base_representative;high_composite,0.6545270972224768,0.7145270972224769,easy,0.16587624603276419,1.0,0.47619047619047616,0.9600694444444444,12,0.8341237539672358,0.65,0.4627814458971607,0.5089912363087412,0.34967327000410126,0.19298697986771107,1.0,67.0,19.0,True,False,False,False,True
49,representative_base,base_representative,gaia,gaia-3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,gaia/gaia-3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,base_representative,0.6520669224837886,0.7120669224837886,medium,0.44991325955540795,1.0,0.21835443037974683,0.9,20,0.550086740444592,0.54,0.3954743986657038,0.5721164456845373,0.32410266959750617,0.08396523097963793,1.0,124.0,28.0,True,False,False,False,False
50,representative_base,base_representative,aider-polyglot,polyglot_python_zipper,aider-polyglot/polyglot_python_zipper,base_representative,0.6520546590755736,0.7120546590755736,medium,0.3410256538461538,1.0,0.3605263157894737,0.8444444444444444,26,0.6589743461538462,0.6589743461538462,0.4123424630542081,0.7254646554906103,0.3646769075717426,0.08437833095605896,1.0,123.0,43.0,True,False,False,False,False
51,representative_base,base_representative;high_composite,crustbench,crustbench-dict,crustbench/crustbench-dict,base_representative;high_composite,0.6450199022246914,0.7050199022246915,easy,0.28249627556543255,1.0,0.4895833333333333,0.68,23,0.7175037244345674,0.6985507391304348,0.3624231721090473,0.757528585614378,0.3268574731485674,0.09930507323445403,1.0,50.0,11.0,True,False,False,False,True
52,representative_base,base_representative;high_composite,ineqmath,ineqmath-47,ineqmath/ineqmath-47,base_representative;high_composite,0.6297101977063816,0.6897101977063815,easy,0.2045550765398121,1.0,0.42857142857142855,0.8095238095238095,20,0.7954449234601879,0.775,0.3359687485466468,0.0023476572854166,0.31235697454800665,0.08637080612826054,1.0,13.0,3.0,True,False,False,False,True
53,representative_base,base_representative;high_composite,ineqmath,ineqmath-56,ineqmath/ineqmath-56,base_representative;high_composite,0.6181108911857944,0.6781108911857945,easy,0.2533959456955587,0.9523809523809523,0.2857142857142857,1.0,17,0.7466040543044413,0.7147058823529412,0.3984398640441435,-0.0541753425534584,0.2967987759825898,0.055632490979749205,2.0,16.0,4.0,True,False,False,False,True
54,representative_base,base_representative,livecodebench,livecodebench-3046,livecodebench/livecodebench-3046,base_representative,0.6178841432153199,0.67788414321532,easy,0.11618363168480927,0.9852941176470589,0.47794117647058826,0.83,18,0.8838163683151907,0.8333333333333334,0.3073181485764296,0.5534337410121912,0.27715806206848764,0.10291646332309046,2.0,36.0,20.0,True,False,False,False,False
55,representative_base,base_representative,mmmlu,mmmlu-ja-jp-00093,mmmlu/mmmlu-ja-jp-00093,base_representative,0.6144978622842907,0.6744978622842908,easy,0.10926417640989028,0.9924242424242424,0.5833333333333334,0.6266666666666667,19,0.8907358235901097,0.8508772105263158,0.3194235241988916,-0.0188227704432136,0.24426737362903683,0.14034934831366042,2.0,56.0,37.0,True,False,False,False,False
56,representative_base,base_representative,seal0,seal0-32,seal0/seal0-32,base_representative,0.6138720667236427,0.6738720667236426,medium,0.44743588461538464,1.0,0.05670103092783505,0.918918918918919,26,0.5525641153846154,0.5525641153846154,0.4033961713239162,0.4684000207101972,0.33129136131705467,0.1542863744178623,1.0,92.0,27.0,True,False,False,False,False
57,representative_base,base_representative;high_composite,lawbench,lawbench-3-7-11-zero-shot,lawbench/lawbench-3-7-11-zero-shot,base_representative;high_composite,0.6069978038830186,0.6669978038830187,easy,0.2613245488654079,1.0,0.16666666666666666,1.0,16,0.7386754511345921,0.6653125,0.4511425382778152,0.1573643877379961,0.43674795541921646,0.0022158201478129635,1.0,151.0,25.0,True,False,False,False,True
58,representative_base,base_representative,simpleqa,simpleqa-2958,simpleqa/simpleqa-2958,base_representative,0.6023679355709732,0.6623679355709733,easy,0.19347174228389297,0.995,0.28,0.905,20,0.806528257716107,0.75,0.3993745109543171,0.5323641347907465,0.35188369373031786,0.04828431532217681,2.0,145.0,39.0,True,False,False,False,False
59,representative_base,base_representative,lawbench,lawbench-3-4-1-one-shot,lawbench/lawbench-3-4-1-one-shot,base_representative,0.5748136585742283,0.6348136585742283,medium,0.30201399586842925,0.9944444444444445,0.008333333333333333,0.994475138121547,16,0.6979860041315707,0.631892,0.4284051411305949,0.135380847552177,0.41335476097334806,0.00028835060822030023,2.0,179.0,47.0,True,False,False,False,False
60,representative_base,base_representative,aime,aime_i-12,aime/aime_i-12,base_representative,0.5742969695284282,0.6342969695284282,easy,0.2088545447803798,1.0,0.15833333333333333,0.8833333333333333,20,0.7911454552196202,0.73,0.3648287269390939,0.5592651386327558,0.33223323720831366,0.0774066353643802,1.0,51.0,16.0,True,False,False,False,False
61,representative_base,base_representative,qcircuitbench,qcircuitbench-diffusion_operator-n7,qcircuitbench/qcircuitbench-diffusion_operator-n7,base_representative,0.5736500502696718,0.6336500502696718,easy,0.2612668677453539,0.6666666666666666,0.5,1.0,20,0.7387331322546461,0.71,0.3604164258188019,0.6433516949745077,0.11342651041662706,0.5260534258533176,2.0,3.0,3.0,True,False,False,False,False
62,representative_base,base_representative,medagentbench,medagentbench-task2_5,medagentbench/medagentbench-task2_5,base_representative,0.5643328593219341,0.6243328593219342,easy,0.23648636686520164,1.0,0.14084507042253522,0.8,20,0.7635136331347984,0.75,0.3278719262151,0.3213537436739859,0.29497480251404334,0.05616437268623653,1.0,62.0,21.0,True,False,False,False,False
63,representative_base,base_representative,swebench-verified,swebench-verified-sphinx-doc__sphinx-8120,swebench-verified/swebench-verified-sphinx-doc__sphinx-8120,base_representative,0.5634427296013389,0.623442729601339,easy,0.17710425173868893,1.0,0.16666666666666666,0.85,20,0.8228957482613111,0.7700000000000001,0.3861346915261564,0.5409749421437674,0.3306614605453694,0.04704373665815276,1.0,9.0,3.0,True,False,False,False,False
64,representative_base,base_representative;high_composite,swebench-multilingual,swebench-multilingual-jqlang__jq-2658,swebench-multilingual/swebench-multilingual-jqlang__jq-2658,base_representative;high_composite,0.5534382800572598,0.6134382800572598,easy,0.15610606140550998,1.0,0.1843137254901961,0.7888888888888889,13,0.84389393859449,0.6923076923076923,0.4615384615384615,0.3985138647443099,0.44148950930851844,1.100008972798605e-12,1.0,209.0,37.0,True,False,False,False,True
65,representative_base,base_representative,mmau,mmau-a6f1c137-3ac4-41a3-8875-620d3dcba65c,mmau/mmau-a6f1c137-3ac4-41a3-8875-620d3dcba65c,base_representative,0.5517040702142157,0.6117040702142158,easy,0.0678882223635876,0.9891304347826086,0.2391304347826087,0.8583583583583584,20,0.9321117776364124,0.9200000000000002,0.2227105745132008,0.4373048702038818,0.21367793471954538,0.030389833936343535,2.0,71.0,41.0,True,False,False,False,False
66,representative_base,base_representative;high_composite,swebench-multilingual,swebench-multilingual-php-cs-fixer__php-cs-fixer-7523,swebench-multilingual/swebench-multilingual-php-cs-fixer__php-cs-fixer-7523,base_representative;high_composite,0.5496147406054047,0.6096147406054047,easy,0.15610602124514827,0.996078431372549,0.17450980392156862,0.7888888888888889,13,0.8438939787548517,0.6923076923076923,0.4615384615384615,0.398513740929841,0.44148947753133727,4.3010039973978564e-13,2.0,212.0,40.0,True,False,False,False,True
