task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count,is_bounded_score_task,is_reliable_observed_task,is_discriminative_task,is_mix_candidate_pool,mix_selection_score
aider-polyglot/polyglot_cpp_spiral-matrix,aider-polyglot,polyglot_cpp_spiral-matrix,8,18,0.6923076923076923,1.0,0.0,1.0,1.0,1.0,-2.427873536303508e-15,6.819589742046653e-15,,saturated,0,0,True,False,False,False,0.015384615384615385
aider-polyglot/polyglot_cpp_sublist,aider-polyglot,polyglot_cpp_sublist,9,17,0.6538461538461539,1.0,0.0,1.0,1.0,1.0,4.256452849534599e-15,8.099148303733595e-14,,saturated,0,0,True,False,False,False,0.01730769230769231
aider-polyglot/polyglot_cpp_yacht,aider-polyglot,polyglot_cpp_yacht,11,15,0.5769230769230769,1.0,0.0,1.0,1.0,1.0,-1.938980259032934e-15,4.055338025691288e-15,,saturated,0,0,True,False,False,False,0.021153846153846155
aider-polyglot/polyglot_cpp_zebra-puzzle,aider-polyglot,polyglot_cpp_zebra-puzzle,22,4,0.1538461538461538,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0,True,True,False,False,0.04230769230769231
aider-polyglot/polyglot_go_alphametics,aider-polyglot,polyglot_go_alphametics,25,1,0.0384615384615384,0.884,0.2394660727535322,0.0,1.0,0.8868405193489696,-0.5657974032551526,1.1762246308928228,0.4689093356813787,easy,0,0,True,True,True,True,0.9064523315118341
aider-polyglot/polyglot_go_beer-song,aider-polyglot,polyglot_go_beer-song,25,1,0.0384615384615384,0.026,0.0708801805866774,0.0,0.25,0.025,0.3525454163494025,0.9831733612683572,0.3189400616226487,frontier,0,0,True,True,True,False,0.43789716528624917
aider-polyglot/polyglot_go_book-store,aider-polyglot,polyglot_go_book-store,25,1,0.0384615384615384,0.68,0.3577708763999663,0.0,1.0,0.682637411096223,-0.1956043148396284,0.5851182727287447,0.5893752999307962,medium,0,0,True,True,True,True,1.4452230994076856
aider-polyglot/polyglot_go_bottle-song,aider-polyglot,polyglot_go_bottle-song,25,1,0.0384615384615384,0.5459999999999999,0.3924079509897831,0.0,1.0,0.5460027335312436,-0.0674965830859454,0.4809845674634856,0.5312209945530363,medium,0,0,True,True,True,True,1.4217058686197426
aider-polyglot/polyglot_go_bowling,aider-polyglot,polyglot_go_bowling,25,1,0.0384615384615384,0.528,0.4449898875255481,0.0,1.0,0.5346459097094904,-0.2653540902905097,0.4376119318490612,0.5885723839417053,medium,0,0,True,True,True,True,1.5316391945441765
aider-polyglot/polyglot_go_connect,aider-polyglot,polyglot_go_connect,25,1,0.0384615384615384,0.342,0.3297514215283991,0.0,1.0,0.3367976615935922,0.2279961026559872,0.5406540644755506,0.364836314814388,medium,0,0,True,True,True,True,1.1926646594197101
aider-polyglot/polyglot_go_counter,aider-polyglot,polyglot_go_counter,26,0,0.0,0.1384615384615384,0.2338259100549333,0.0,0.8,0.1384615384615384,0.6923076923076923,1.1691295502746664,-0.0855271302652951,hard,0,0,True,True,False,False,0.6338259100549333
aider-polyglot/polyglot_go_crypto-square,aider-polyglot,polyglot_go_crypto-square,25,1,0.0384615384615384,0.8640000000000001,0.275506805723561,0.0,1.0,0.8676097974645126,-0.6619510126774374,1.3537944944487093,0.6444309102040272,easy,0,0,True,True,True,True,1.1180146390045114
aider-polyglot/polyglot_go_dnd-character,aider-polyglot,polyglot_go_dnd-character,25,1,0.0384615384615384,0.856,0.243441984875247,0.0,1.0,0.8597333549499336,-0.701333225250332,1.1972161862438446,0.4428034453653395,easy,0,0,True,True,True,True,0.8843223533175096
aider-polyglot/polyglot_go_dominoes,aider-polyglot,polyglot_go_dominoes,25,1,0.0384615384615384,0.8079999999999999,0.3018873962258113,0.0,1.0,0.8132705632263283,-0.9336471838683584,1.4859781302969888,0.6772059234503948,easy,0,0,True,True,True,True,1.1771702427531292
aider-polyglot/polyglot_go_error-handling,aider-polyglot,polyglot_go_error-handling,25,1,0.0384615384615384,0.64,0.3878143885933063,0.0,1.0,0.6436323778804112,-0.195459527649486,0.4758959294747991,0.571863278954288,medium,0,0,True,True,True,True,1.4577545906245175
aider-polyglot/polyglot_go_food-chain,aider-polyglot,polyglot_go_food-chain,25,1,0.0384615384615384,0.6380000000000001,0.3479310276477221,0.0,1.0,0.6403862727829429,-0.1826895453617618,0.5689716782759768,0.4726637700878012,medium,0,0,True,True,True,True,1.3186717208124463
aider-polyglot/polyglot_go_forth,aider-polyglot,polyglot_go_forth,25,1,0.0384615384615384,0.312,0.4003198721022977,0.0,1.0,0.3009471292264812,0.5015785487108021,0.6606950391248563,0.5449544769197794,medium,0,0,True,True,True,True,1.4433512720990003
aider-polyglot/polyglot_go_hexadecimal,aider-polyglot,polyglot_go_hexadecimal,25,1,0.0384615384615384,0.052,0.1813725447800741,0.0,0.8,0.05,0.2756401300606778,0.9821394901345782,0.3180294858672675,hard,0,0,True,True,True,True,0.8974789537242647
aider-polyglot/polyglot_go_kindergarten-garden,aider-polyglot,polyglot_go_kindergarten-garden,25,1,0.0384615384615384,0.2339999999999999,0.3183457240171446,0.0,1.0,0.2251628141062374,0.5629070352655936,0.7881883904291883,0.3991738291946219,hard,0,0,True,True,True,True,1.1155964762886896
aider-polyglot/polyglot_go_ledger,aider-polyglot,polyglot_go_ledger,25,1,0.0384615384615384,0.5660000000000001,0.3460404600621147,0.0,1.0,0.5664710536630809,-0.0558815772281985,0.5655479369290631,0.2441919258353787,medium,0,0,True,True,True,True,1.0883093089744165
aider-polyglot/polyglot_go_markdown,aider-polyglot,polyglot_go_markdown,25,1,0.0384615384615384,0.7759999999999999,0.273173937263422,0.0,1.0,0.7761188990816006,-0.0597027522959987,0.6696743591974212,0.1875076596682023,easy,0,0,True,True,True,True,0.6587585200085474
aider-polyglot/polyglot_go_matrix,aider-polyglot,polyglot_go_matrix,25,1,0.0384615384615384,0.096,0.1969365380014587,0.0,0.6,0.0927137060469104,0.4707796074196436,0.984123935201791,0.1539630265500705,hard,0,0,True,True,True,True,0.7489764876284523
aider-polyglot/polyglot_go_octal,aider-polyglot,polyglot_go_octal,25,1,0.0384615384615384,0.21,0.332264954516723,0.0,1.0,0.2019230769230769,0.8060888090045851,1.3142339062471815,0.3737357935057094,hard,0,0,True,True,True,True,1.1040776710993556
aider-polyglot/polyglot_go_paasio,aider-polyglot,polyglot_go_paasio,25,1,0.0384615384615384,0.12,0.282842712474619,0.0,1.0,0.1153846153846153,0.4067489556048868,0.9844835911366288,0.3199842306096953,hard,0,0,True,True,True,True,1.0009038661612373
aider-polyglot/polyglot_go_palindrome-products,aider-polyglot,polyglot_go_palindrome-products,25,1,0.0384615384615384,0.286,0.4136471926654403,0.0,1.0,0.2753354143039057,0.4588923571731761,0.6818406697739632,0.4218287736459247,hard,0,0,True,True,True,True,1.233552889388288
aider-polyglot/polyglot_go_pig-latin,aider-polyglot,polyglot_go_pig-latin,25,1,0.0384615384615384,0.8319999999999999,0.2976172038038124,0.0,1.0,0.8364759366414479,-0.8176203167927605,1.4634725910457564,0.5253325629771101,easy,0,0,True,True,True,True,1.0210266898578455
aider-polyglot/polyglot_go_poker,aider-polyglot,polyglot_go_poker,25,1,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,False,0.04807692307692308
aider-polyglot/polyglot_go_pov,aider-polyglot,polyglot_go_pov,25,1,0.0384615384615384,0.7040000000000001,0.3538135101999357,0.0,1.0,0.7062481373280669,-0.1562531044532221,0.5785412301771897,0.6538947104251012,easy,0,0,True,True,True,True,1.20578514370196
aider-polyglot/polyglot_go_protein-translation,aider-polyglot,polyglot_go_protein-translation,25,1,0.0384615384615384,0.3979999999999999,0.4099951219222004,0.0,1.0,0.3900592832773552,0.237574104096694,0.5049862989826146,0.5878824326322123,medium,0,0,True,True,True,True,1.4959544776313358
aider-polyglot/polyglot_go_react,aider-polyglot,polyglot_go_react,25,1,0.0384615384615384,0.072,0.1865904606350496,0.0,0.8,0.0693154376117487,0.3714843587171484,0.9832158639513576,0.3596516196351738,hard,0,0,True,True,True,True,0.9443190033471465
aider-polyglot/polyglot_go_robot-simulator,aider-polyglot,polyglot_go_robot-simulator,25,1,0.0384615384615384,0.136,0.2812543332999511,0.0,1.0,0.1311173207419749,0.6555866037098745,1.3843550157018718,0.4199810764893086,hard,0,0,True,True,True,True,1.0993123328661827
aider-polyglot/polyglot_go_say,aider-polyglot,polyglot_go_say,25,1,0.0384615384615384,0.88,0.2592296279363144,0.0,1.0,0.882692623841396,-0.4525230279133959,0.9819550484493113,0.490977669275129,easy,0,0,True,True,True,True,0.9482842202883665
aider-polyglot/polyglot_go_scale-generator,aider-polyglot,polyglot_go_scale-generator,25,1,0.0384615384615384,0.632,0.3781216735390871,0.0,1.0,0.6360961574972813,-0.2731730708378646,0.6189067101954562,0.5963957232665983,medium,0,0,True,True,True,True,1.4725943198826086
aider-polyglot/polyglot_go_simple-linked-list,aider-polyglot,polyglot_go_simple-linked-list,26,0,0.0,0.4230769230769231,0.3974028108642919,0.0,1.0,0.4230769230769231,0.0288461538461538,0.4967535135803649,0.2431409439088929,medium,0,0,True,True,True,True,1.140543754773185
aider-polyglot/polyglot_go_sublist,aider-polyglot,polyglot_go_sublist,25,1,0.0384615384615384,0.376,0.3765952734700742,0.0,1.0,0.3687366656257944,0.2812277760429907,0.6184391900067162,0.6312236750395885,medium,0,0,True,True,True,True,1.5058958715865858
aider-polyglot/polyglot_go_transpose,aider-polyglot,polyglot_go_transpose,25,1,0.0384615384615384,0.5760000000000001,0.4245279731654911,0.0,1.0,0.5813018717706284,-0.2186981282293717,0.4171271434456313,0.6153117930927767,medium,0,0,True,True,True,True,1.537916689335191
aider-polyglot/polyglot_go_tree-building,aider-polyglot,polyglot_go_tree-building,25,1,0.0384615384615384,0.64,0.4233202097703345,0.0,1.0,0.6432193168281588,-0.1567806831718411,0.4154115938785218,0.5690758332284869,medium,0,0,True,True,True,True,1.4904729660757445
aider-polyglot/polyglot_go_trinary,aider-polyglot,polyglot_go_trinary,25,1,0.0384615384615384,0.04,0.1385640646055101,0.0,0.6,0.0384615384615384,0.2775227721099099,0.982164874785964,0.3195094627470173,frontier,0,0,True,True,True,False,0.5061504504294505
aider-polyglot/polyglot_go_two-bucket,aider-polyglot,polyglot_go_two-bucket,25,1,0.0384615384615384,0.64,0.3836665218650175,0.0,1.0,0.6430275774649539,-0.261620704225077,0.6275340122945063,0.636589651853473,medium,0,0,True,True,True,True,1.5183330967954136
aider-polyglot/polyglot_go_variable-length-quantity,aider-polyglot,polyglot_go_variable-length-quantity,25,1,0.0384615384615384,0.736,0.3135346870762467,0.0,1.0,0.7372131649329935,-0.1569670876675165,0.7687647199889208,0.6414626903580066,easy,0,0,True,True,True,True,1.1530743005111763
aider-polyglot/polyglot_go_word-search,aider-polyglot,polyglot_go_word-search,26,0,0.0,0.2769230769230769,0.4153846153846153,0.0,1.0,0.2769230769230769,0.3956043956043956,0.5934065934065934,0.4113813096139554,hard,0,0,True,True,True,True,1.2267659249985707
aider-polyglot/polyglot_go_wordy,aider-polyglot,polyglot_go_wordy,25,1,0.0384615384615384,0.856,0.285769137591868,0.0,1.0,0.8595505945340872,-0.7022470273295638,1.403907448531724,0.644192041532417,easy,0,0,True,True,True,True,1.128038102201208
aider-polyglot/polyglot_go_zebra-puzzle,aider-polyglot,polyglot_go_zebra-puzzle,25,1,0.0384615384615384,0.8079999999999999,0.2965400478856101,0.0,1.0,0.8124577445249853,-0.9377112773750736,1.4581720861244147,0.5390406577103664,easy,0,0,True,True,True,True,1.0336576286728996
aider-polyglot/polyglot_java_affine-cipher,aider-polyglot,polyglot_java_affine-cipher,25,1,0.0384615384615384,0.12,0.2939387691339813,0.0,1.0,0.115467017421057,0.3928267705592301,0.9836076674379304,0.2195155477039821,hard,0,0,True,True,True,True,0.9115312399148865
aider-polyglot/polyglot_java_all-your-base,aider-polyglot,polyglot_java_all-your-base,25,1,0.0384615384615384,0.104,0.2271211130652542,0.0,0.8,0.1006377038857821,0.4431014912156928,0.9833704318073212,0.0765982256161621,hard,0,0,True,True,False,False,0.7017962617583394
aider-polyglot/polyglot_java_alphametics,aider-polyglot,polyglot_java_alphametics,25,1,0.0384615384615384,0.144,0.3225895224584952,0.0,1.0,0.1385438078535902,0.4294739853846788,0.9842206654331652,0.271055918001346,hard,0,0,True,True,True,True,0.9917223635367644
aider-polyglot/polyglot_java_bank-account,aider-polyglot,polyglot_java_bank-account,25,1,0.0384615384615384,0.072,0.1778088861671429,0.0,0.8,0.0696991207856992,0.3919889623524272,0.982712912709498,0.1235440842574476,hard,0,0,True,True,True,True,0.6994298935015136
aider-polyglot/polyglot_java_book-store,aider-polyglot,polyglot_java_book-store,26,0,0.0,0.7076923076923077,0.3812157444111959,0.0,1.0,0.7076923076923077,-0.7307692307692307,0.9530393610279896,0.5571625185306507,easy,0,0,True,True,True,True,1.1383782629418466
aider-polyglot/polyglot_java_bottle-song,aider-polyglot,polyglot_java_bottle-song,25,1,0.0384615384615384,0.136,0.2574956310308973,0.0,1.0,0.1307692307692307,0.6524291370926034,1.2699803013758189,0.2585354108184125,hard,0,0,True,True,True,True,0.9141079649262329
aider-polyglot/polyglot_java_bowling,aider-polyglot,polyglot_java_bowling,25,1,0.0384615384615384,0.04,0.16,0.0,0.8,0.0384615384615384,0.238940528490102,0.9821386151101164,0.182852947566638,frontier,0,0,True,True,True,False,0.39092987064356105
aider-polyglot/polyglot_java_change,aider-polyglot,polyglot_java_change,25,1,0.0384615384615384,0.216,0.3748919844435194,0.0,1.0,0.2076923076923076,0.5192247429476172,0.9248814341607248,0.1654027766477609,hard,0,0,True,True,True,True,0.9383716841682034
aider-polyglot/polyglot_java_circular-buffer,aider-polyglot,polyglot_java_circular-buffer,25,1,0.0384615384615384,0.2,0.3346640106136302,0.0,1.0,0.1925048500846912,0.9625242504234564,1.651489778189919,0.2344995585259989,hard,0,0,True,True,True,True,0.9672404922165522
aider-polyglot/polyglot_java_connect,aider-polyglot,polyglot_java_connect,25,1,0.0384615384615384,0.104,0.1886372179608255,0.0,0.6,0.1003482669284445,0.5319643070079839,0.9853462573967716,0.1044922402805311,hard,0,0,True,True,True,True,0.6912063813182797
aider-polyglot/polyglot_java_custom-set,aider-polyglot,polyglot_java_custom-set,25,1,0.0384615384615384,0.096,0.1886372179608255,0.0,0.6,0.0928229163178161,0.4920710627586374,0.9841900396273532,0.1768022402920077,hard,0,0,True,True,True,True,0.7635163813297563
aider-polyglot/polyglot_java_dominoes,aider-polyglot,polyglot_java_dominoes,25,1,0.0384615384615384,0.1119999999999999,0.2658119636133784,0.0,1.0,0.1076923076923077,0.4036691663110517,0.9845578642265717,0.1039091910874327,hard,0,0,True,True,True,True,0.7677980777777342
aider-polyglot/polyglot_java_food-chain,aider-polyglot,polyglot_java_food-chain,25,1,0.0384615384615384,0.3279999999999999,0.3747212297161718,0.0,1.0,0.3233172685548657,0.1541465856935821,0.460237004094198,0.209005772312154,medium,0,0,True,True,True,True,1.081803925105249
aider-polyglot/polyglot_java_forth,aider-polyglot,polyglot_java_forth,25,1,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,False,0.04807692307692308
aider-polyglot/polyglot_java_go-counting,aider-polyglot,polyglot_java_go-counting,25,1,0.0384615384615384,0.0799999999999999,0.2116601048851672,0.0,1.0,0.0769230769230769,0.3631074730313474,0.9833904223384676,0.2629772766359882,hard,0,0,True,True,True,True,0.8727143045980785
aider-polyglot/polyglot_java_hangman,aider-polyglot,polyglot_java_hangman,25,1,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,False,0.04807692307692308
aider-polyglot/polyglot_java_house,aider-polyglot,polyglot_java_house,25,1,0.0384615384615384,0.064,0.1936594949905632,0.0,0.8,0.0621785498544168,0.3210715274117943,0.9817077022862922,0.0760260616854731,hard,0,0,True,True,False,False,0.6677624797529594
aider-polyglot/polyglot_java_kindergarten-garden,aider-polyglot,polyglot_java_kindergarten-garden,25,1,0.0384615384615384,0.136,0.2868867372326577,0.0,1.0,0.1309611594722005,0.4564908114451956,0.9845053058430616,0.168269185719098,hard,0,0,True,True,True,True,0.8532328460286788
aider-polyglot/polyglot_java_ledger,aider-polyglot,polyglot_java_ledger,25,1,0.0384615384615384,0.408,0.4471420355994279,0.0,1.0,0.394320449135484,0.394320449135484,0.4437616552187963,0.1948122035676569,medium,0,0,True,True,True,True,1.140031162244008
aider-polyglot/polyglot_java_mazy-mice,aider-polyglot,polyglot_java_mazy-mice,25,1,0.0384615384615384,0.272,0.3704267808892872,0.0,1.0,0.2629870338378726,0.438311723063121,0.6100302827511764,0.2139055988811608,hard,0,0,True,True,True,True,0.9824093028473712
aider-polyglot/polyglot_java_ocr-numbers,aider-polyglot,polyglot_java_ocr-numbers,25,1,0.0384615384615384,0.088,0.2268391500601252,0.0,0.8,0.0853028074717487,0.3760497579414253,0.982381270531144,0.0892218894772098,hard,0,0,True,True,False,False,0.7141379626142581
aider-polyglot/polyglot_java_palindrome-products,aider-polyglot,polyglot_java_palindrome-products,26,0,0.0,0.1615384615384615,0.2883333048306356,0.0,1.0,0.1615384615384615,0.8076923076923077,1.441666524153178,0.3594740070768695,hard,0,0,True,True,True,True,1.047807311907505
aider-polyglot/polyglot_java_phone-number,aider-polyglot,polyglot_java_phone-number,25,1,0.0384615384615384,0.008,0.0391918358845308,0.0,0.2,0.0076923076923076,0.1948191513533991,0.9816837751106258,0.0191973183137697,frontier,0,0,True,True,False,False,0.10646607727522359
aider-polyglot/polyglot_java_pig-latin,aider-polyglot,polyglot_java_pig-latin,25,1,0.0384615384615384,0.32,0.4525483399593904,0.0,1.0,0.3084959882885506,0.3084959882885506,0.4474724953106123,0.3021497550534051,medium,0,0,True,True,True,True,1.2527750180897186
aider-polyglot/polyglot_java_poker,aider-polyglot,polyglot_java_poker,25,1,0.0384615384615384,0.352,0.4090183369972549,0.0,1.0,0.33995579879594,0.5665929979932336,0.6759522255218013,0.2379693178101598,medium,0,0,True,True,True,True,1.1450645778843378
aider-polyglot/polyglot_java_pov,aider-polyglot,polyglot_java_pov,25,1,0.0384615384615384,0.248,0.3545363168985654,0.0,1.0,0.2400647280523274,0.6001618201308185,0.8747705127047124,0.2004356642868703,hard,0,0,True,True,True,True,0.9530489042623588
aider-polyglot/polyglot_java_protein-translation,aider-polyglot,polyglot_java_protein-translation,26,0,0.0,0.1384615384615384,0.3317516715822742,0.0,1.0,0.1384615384615384,0.4173650061841515,1.0,0.3942270585510125,hard,0,0,True,True,True,True,1.1259787301332869
aider-polyglot/polyglot_java_pythagorean-triplet,aider-polyglot,polyglot_java_pythagorean-triplet,25,1,0.0384615384615384,0.31,0.4014971979976946,0.0,1.0,0.2994022564443652,0.3742528205554565,0.4965628802889906,0.2072310053829504,medium,0,0,True,True,True,True,1.1068051264575682
aider-polyglot/polyglot_java_queen-attack,aider-polyglot,polyglot_java_queen-attack,25,1,0.0384615384615384,0.064,0.1936594949905632,0.0,0.8,0.0617378596874414,0.3187959345368004,0.9823184905506428,0.2050067773937684,hard,0,0,True,True,True,True,0.7967431954612547
aider-polyglot/polyglot_java_rational-numbers,aider-polyglot,polyglot_java_rational-numbers,25,1,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,False,0.04807692307692308
aider-polyglot/polyglot_java_react,aider-polyglot,polyglot_java_react,25,1,0.0384615384615384,0.488,0.4769234739452442,0.0,1.0,0.4906254727903698,-0.1093745272096301,0.4678461499168467,0.1380366992452329,medium,0,0,True,True,True,True,1.1130370962674003
aider-polyglot/polyglot_java_resistor-color-trio,aider-polyglot,polyglot_java_resistor-color-trio,25,1,0.0384615384615384,0.368,0.4406540593254532,0.0,1.0,0.3556212407770294,0.4445265509712867,0.5456339980718521,0.1632219080998426,medium,0,0,True,True,True,True,1.101952890502219
aider-polyglot/polyglot_java_rest-api,aider-polyglot,polyglot_java_rest-api,25,1,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,False,0.04807692307692308
aider-polyglot/polyglot_java_satellite,aider-polyglot,polyglot_java_satellite,25,1,0.0384615384615384,0.016,0.0783836717690617,0.0,0.4,0.0153846153846153,0.1962731974568105,0.9813660866683,0.0176457274175832,frontier,0,0,True,True,False,False,0.14410632226356798
aider-polyglot/polyglot_java_series,aider-polyglot,polyglot_java_series,25,1,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,False,0.04807692307692308
aider-polyglot/polyglot_java_sgf-parsing,aider-polyglot,polyglot_java_sgf-parsing,25,1,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,False,0.04807692307692308
aider-polyglot/polyglot_java_simple-linked-list,aider-polyglot,polyglot_java_simple-linked-list,25,1,0.0384615384615384,0.272,0.4228664091648804,0.0,1.0,0.2615384615384615,0.3266563309705396,0.5225946648532116,0.1676124287746981,hard,0,0,True,True,True,True,0.9885557610165016
aider-polyglot/polyglot_java_state-of-tic-tac-toe,aider-polyglot,polyglot_java_state-of-tic-tac-toe,25,1,0.0384615384615384,0.008,0.0391918358845308,0.0,0.2,0.0076923076923076,0.1948191513533991,0.9816837751106258,0.0191973183137697,frontier,0,0,True,True,False,False,0.10646607727522359
